title,release,director,budget,opening,gross,worldwide_gross,metacritic_score,mpaa_rating,budget_mil,opening_mil,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,leadActor
Super 8,2011-06-10,J.J. Abrams,50000000,35451168,127004179,260095986,72,PG-13,50.0,35.451168,tt1650062,movie,Super 8,Super 8,0,2011,112,Mystery,7.0,340461,nm1333357
Kick-Ass 2,2013-08-16,Jeff Wadlow,28000000,13332955,28795985,60795985,41,R,28.0,13.332955,tt1650554,movie,Kick-Ass 2,Kick-Ass 2,0,2013,103,Action,6.5,256915,nm2092839
The Artist,2012-01-20,Michel Hazanavicius,15000000,204878,44671682,133432856,89,PG-13,15.0,0.204878,tt1655442,movie,The Artist,The Artist,0,2011,100,Comedy,7.9,232351,nm0771526
Stolen,2012-11-28,Simon West,35000000,183125,304318,17415418,43,R,35.0,0.183125,tt1656186,movie,Stolen,Stolen,0,2012,96,Action,5.5,43600,nm1640692
Safe,2012-04-27,Boaz Yakin,30000000,7892539,17142080,41564670,55,R,30.0,7.892539,tt1656190,movie,Safe,Safe,0,2012,94,Action,6.5,104330,nm0001697
The Decoy Bride,2012-03-09,Sheree Folkson,542,759,117754,,42,PG,0.000542,0.000759,tt1657299,movie,The Decoy Bride,The Decoy Bride,0,2011,89,Comedy,6.2,10900,nm0077127
Colombiana,2011-08-26,Olivier Megaton,40000000,10408176,36665854,71508440,45,PG-13,40.0,10.408176,tt1657507,movie,Colombiana,Colombiana,0,2011,108,Action,6.4,95230,nm1166319
Universal Soldier: Day of Reckoning,2012-10-25,John Hyams,10000000,3181,5460,1402307,58,R,10.0,0.003181,tt1659343,movie,Universal Soldier: Day of Reckoning,Universal Soldier: Day of Reckoning,0,2012,114,Action,5.0,19410,nm0745330
Grudge Match,2013-12-25,Peter Segal,40000000,7021993,29807260,44907260,35,PG-13,40.0,7.021993,tt1661382,movie,Grudge Match,Grudge Match,0,2013,113,Comedy,6.4,58145,nm0445552
Pacific Rim,2013-07-12,Guillermo del Toro,190000000,37285325,101802906,411002906,65,PG-13,190.0,37.285325,tt1663662,movie,Pacific Rim,Pacific Rim,0,2013,131,Action,6.9,469991,nm0661289
Deadfall,2012-12-05,Stefan Ruzowitzky,12000000,19391,66351,1946254,52,R,12.0,0.019391,tt1667310,movie,Deadfall,Deadfall,0,2012,95,Crime,6.3,38234,nm0506013
Mirror Mirror,2012-03-30,Tarsem Singh,85000000,18132085,64935167,183018522,46,PG,85.0,18.132085,tt1667353,movie,Mirror Mirror,Mirror Mirror,0,2012,106,Adventure,5.6,84738,nm0458884
Ice Age: Continental Drift,2012-07-13,Steve Martino,95000000,46629259,161321843,877244782,49,PG,95.0,46.629259,tt1667889,movie,Ice Age: Continental Drift,Ice Age: Continental Drift,0,2012,88,Adventure,6.5,194051,nm1000858
Now You See Me,2013-05-31,Louis Leterrier,75000000,29350389,117723989,351723989,50,PG-13,75.0,29.350389,tt1670345,movie,Now You See Me,Now You See Me,0,2013,115,Crime,7.3,602471,nm0004412
The Twilight Saga: Breaking Dawn - Part 2,2012-11-16,Bill Condon,120000000,141067634,292324737,829747654,52,PG-13,120.0,141.067634,tt1673434,movie,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: Breaking Dawn - Part 2,0,2012,115,Adventure,5.5,233815,nm1651942
The Sapphires,2012-08-09,Wayne Blair,10000000,38372,2450867,20423628,67,PG-13,10.0,0.038372,tt1673697,movie,The Sapphires,The Sapphires,0,2012,103,Biography,7.0,13617,nm0860375
Trespass,2011-11-02,Joel Schumacher,35000000,16816,24094,10117966,37,R,35.0,0.016816,tt1674784,movie,Trespass,Trespass,0,2011,91,Crime,5.3,41943,nm0005563
Take Shelter,2011-11-10,Jeff Nichols,5000000,52041,1730296,3741098,85,R,5.0,0.052041,tt1675192,movie,Take Shelter,Take Shelter,0,2011,121,Drama,7.4,92509,nm1021351
Stoker,2013-03-01,Chan-wook Park,12000000,160547,1714221,12077441,58,R,12.0,0.160547,tt1682180,movie,Stoker,Stoker,0,2013,99,Drama,6.8,103594,nm0001716
Welcome to the Punch,2013-03-15,Eran Creevy,8500000,2736,9747,3926386,49,R,8.5,0.002736,tt1684233,movie,Welcome to the Punch,Welcome to the Punch,0,2013,99,Action,6.1,32249,nm1879532
Wish You Were Here,2013-06-07,Kieran Darcy-Smith,25937,46347,1547441,,60,R,0.025937,0.046347,tt1684925,movie,Wish You Were Here,Wish You Were Here,0,2012,89,Drama,5.9,5266,nm0050541
Vampire Academy,2014-02-07,Mark Waters,30000000,3921742,7791979,15642346,31,PG-13,30.0,3.921742,tt1686821,movie,Vampire Academy,Vampire Academy,0,2014,104,Action,5.5,52181,nm3976229
Despicable Me 2,2013-07-03,Pierre Coffin,76000000,83517315,368065385,970766005,62,PG,76.0,83.517315,tt1690953,movie,Despicable Me 2,Despicable Me 2,0,2013,98,Adventure,7.3,373131,nm0372329
Planes,2013-08-09,Klay Hall,50000000,22232291,90288712,239258712,39,PG,50.0,22.232291,tt1691917,movie,Planes,Planes,0,2013,91,Adventure,5.7,42746,nm0001083
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-10,Miguel Arteta,28000000,18360230,66954149,100654149,54,PG,28.0,18.36023,tt1698641,movie,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",0,2014,81,Comedy,6.2,41370,nm1464577
Safe Haven,2013-02-14,Lasse Hallström,28000000,21401594,71349120,97594140,34,PG-13,28.0,21.401594,tt1702439,movie,Safe Haven,Safe Haven,0,2013,115,Drama,6.7,105285,nm0324041
Bernie,2012-06-22,Richard Linklater,5000000,85805,9206470,10173061,75,PG-13,5.0,0.085805,tt1704573,movie,Bernie,Bernie,0,2011,99,Biography,6.8,57601,nm0390912
Chronicle,2012-02-03,Josh Trank,12000000,22004098,64575175,126636097,69,PG-13,12.0,22.004098,tt1706593,movie,Chronicle,Chronicle,0,2012,89,Drama,7.0,240961,nm0204862
Snowpiercer,2014-07-11,Bong Joon Ho,39200000,171187,4563650,86758912,84,R,39.2,0.171187,tt1706620,movie,Snowpiercer,Snowpiercer,0,2013,126,Action,7.1,328590,nm1031176
Les Misérables,2012-12-25,Tom Hooper,61000000,27281735,148809770,441809770,63,PG-13,61.0,27.281735,tt1707386,movie,Les Misérables,Les Misérables,0,2012,158,Drama,7.6,311836,nm0629933
The Last Days on Mars,2013-09-19,Ruairi Robinson,4608,24084,187191,,46,R,0.004608,0.024084,tt1709143,movie,The Last Days on Mars,The Last Days on Mars,0,2013,98,Adventure,5.5,35611,nm3773893
Joyful Noise,2012-01-13,Todd Graff,25000000,11225190,30932113,31158113,44,PG-13,25.0,11.22519,tt1710396,movie,Joyful Noise,Joyful Noise,0,2012,118,Comedy,5.8,8011,nm0622296
Alex Cross,2012-10-19,Rob Cohen,35000000,11396768,25888412,34618867,30,PG-13,35.0,11.396768,tt1712170,movie,Alex Cross,Alex Cross,0,2012,101,Action,5.2,32629,nm1088848
The Spectacular Now,2013-09-13,James Ponsoldt,2500000,197415,6854611,6918591,82,R,2.5,0.197415,tt1714206,movie,The Spectacular Now,The Spectacular Now,0,2013,95,Comedy,7.1,145526,nm0491054
In the Land of Blood and Honey,2012-02-16,Angelina Jolie,13000000,18854,303877,1203699,56,R,13.0,0.018854,tt1714209,movie,In the Land of Blood and Honey,In the Land of Blood and Honey,0,2011,127,Drama,4.5,33471,nm0001189
Only Lovers Left Alive,2013-12-25,Jim Jarmusch,7000000,87989,1879534,7609187,79,R,7.0,0.087989,tt1714915,movie,Only Lovers Left Alive,Only Lovers Left Alive,0,2013,123,Comedy,7.3,92273,nm7377556
Anna,2014-01-24,Jorge Dorado,7000000,2541,4288,1257142,42,R,7.0,0.002541,tt1715336,movie,Anna,Anna,0,2013,99,Drama,6.5,21881,nm0303922
Munger Road,2011-09-30,Nicholas Smith,200000,36605,266689,266689,,PG-13,0.2,0.036605,tt1720172,movie,Munger Road,Munger Road,0,2011,86,Horror,4.5,1482,nm4557510
Friends with Kids,2012-03-16,Jennifer Westfeldt,10000000,2019083,7251073,13041254,55,R,10.0,2.019083,tt1720616,movie,Friends with Kids,Friends with Kids,0,2011,107,Comedy,6.1,41290,nm0358316
Before I Go to Sleep,2014-10-31,Rowan Joffe,22000000,1843347,3242457,17669776,41,R,22.0,1.843347,tt1726592,movie,Before I Go to Sleep,Before I Go to Sleep,0,2014,92,Drama,6.4,73301,nm4081356
Killer Joe,2012-06-29,William Friedkin,11000000,37900,1987762,4633668,62,R,11.0,0.0379,tt1726669,movie,Killer Joe,Killer Joe,0,2011,102,Crime,6.7,73697,nm0001243
Ender's Game,2013-11-01,Gavin Hood,110000000,27017351,61737191,125544024,51,PG-13,110.0,27.017351,tt1731141,movie,Ender's Game,Ender's Game,0,2013,114,Action,6.6,225650,nm0136298
Snow White and the Huntsman,2012-06-01,Rupert Sanders,170000000,56217700,155332381,396592829,57,PG-13,170.0,56.2177,tt1735898,movie,Snow White and the Huntsman,Snow White and the Huntsman,0,2012,127,Action,6.1,275551,nm0359387
Pawn Shop Chronicles,2014-01-18,Wayne Kramer,5000000,4915,8088,10080,26,R,5.0,0.004915,tt1741243,movie,Pawn Shop Chronicles,Pawn Shop Chronicles,0,2013,112,Action,5.9,10672,nm1213539
Jersey Boys,2014-06-20,Clint Eastwood,40000000,13319371,47047013,67647013,54,R,40.0,13.319371,tt1742044,movie,Jersey Boys,Jersey Boys,0,2014,134,Biography,6.8,33187,nm0520749
Sabotage,2014-03-28,David Ayer,35000000,5272444,10508518,22126842,41,R,35.0,5.272444,tt1742334,movie,Sabotage,Sabotage,0,2014,109,Action,5.7,60023,nm2026983
Your Sister's Sister,2012-06-29,Lynn Shelton,125000,109221,1636190,3242802,72,R,0.125,0.109221,tt1742336,movie,Your Sister's Sister,Your Sister's Sister,0,2011,90,Comedy,6.7,26423,nm1477623
Blood Ties,2013-10-30,Guillaume Canet,25500000,26912,42472,2566435,45,R,25.5,0.026912,tt1747958,movie,Blood Ties,Blood Ties,0,2013,127,Action,6.5,19199,nm0893107
Moonrise Kingdom,2012-06-29,Wes Anderson,16000000,522996,45512466,68264022,84,PG-13,16.0,0.522996,tt1748122,movie,Moonrise Kingdom,Moonrise Kingdom,0,2012,94,Comedy,7.8,323040,nm0206154
Red Lights,2012-03-02,Rodrigo Cortés,10340,52624,14107313,,36,R,0.01034,0.052624,tt1748179,movie,Red Lights,Red Lights,0,2012,114,Drama,6.2,59022,nm0481458
Sound of My Voice,2012-08-03,Zal Batmanglij,135000,36134,408015,424088,67,R,0.135,0.036134,tt1748207,movie,Sound of My Voice,Sound of My Voice,0,2011,87,Drama,6.6,21017,nm2610770
The Collection,2012-11-30,Marcus Dunstan,7500000,3104269,6842058,9929706,38,R,7.5,3.104269,tt1748227,movie,The Collection,The Collection,0,2012,82,Horror,6.1,46144,nm1771405
Diana,2013-09-20,Oliver Hirschbiegel,15000000,67754,335359,21766271,35,PG-13,15.0,0.067754,tt1758595,movie,Diana,Diana,0,2013,113,Biography,5.5,19303,nm0249876
Unconditional,2012-09-21,Brent McCorkle,2000000,525192,1005800,1034448,,PG-13,2.0,0.525192,tt1758610,movie,Unconditional,Unconditional,0,2012,92,Biography,7.2,4612,nm3229277
Persecuted,2014-07-18,Daniel Lusko,1500000,851391,1558836,1558836,11,PG-13,1.5,0.851391,tt1761005,movie,Persecuted,Persecuted,0,2014,91,Action,3.5,1481,nm3021800
Walking with Dinosaurs 3D,2013-12-20,Barry Cook,80000000,7091938,36076121,126546518,37,PG,80.0,7.091938,tt1762399,movie,Walking with Dinosaurs 3D,Walking with Dinosaurs 3D,0,2013,87,Adventure,5.2,10769,nm0804003
The First Time,2013-02-07,Jonathan Kasdan,2000000,17061,22836,92654,55,PG-13,2.0,0.017061,tt1763303,movie,The First Time,The First Time,0,2012,95,Comedy,6.8,67172,nm0323065
Killing Them Softly,2012-11-30,Andrew Dominik,15000000,6812900,15026056,37930465,64,R,15.0,6.8129,tt1764234,movie,Killing Them Softly,Killing Them Softly,0,2012,97,Crime,6.2,135121,nm0420955
The Expendables 2,2012-08-17,Simon West,100000000,28591370,85028192,314975955,51,R,100.0,28.59137,tt1764651,movie,The Expendables 2,The Expendables 2,0,2012,103,Action,6.6,293904,nm0921013
Silent House,2012-03-09,Chris Kentis,2000000,6661234,12754783,16527747,49,R,2.0,6.661234,tt1767382,movie,Silent House,Silent House,0,2011,86,Drama,5.2,21929,nm0490582
Apollo 18,2011-09-02,Gonzalo López-Gallego,5000000,8704271,17687709,26236153,24,PG-13,5.0,8.704271,tt1772240,movie,Apollo 18,Apollo 18,0,2011,86,Horror,5.2,54142,nm2921766
Wreck-It Ralph,2012-11-02,Rich Moore,165000000,49038712,189422889,471222889,72,PG,165.0,49.038712,tt1772341,movie,Wreck-It Ralph,Wreck-It Ralph,0,2012,101,Adventure,7.7,384623,nm1192875
Aftershock,2013-07-10,Nicolás López,2000000,40179,58510,294696,39,R,2.0,0.040179,tt1780762,movie,Aftershock,Aftershock,0,2012,89,Action,4.8,11288,nm1645926
CBGB,2013-10-11,Randall Miller,5000000,3909,40400,40400,30,R,5.0,0.003909,tt1786751,movie,CBGB,CBGB,0,2013,102,Crime,6.6,9255,nm0767713
The Maze Runner,2014-09-19,Wes Ball,34000000,32512804,102427862,348319861,57,PG-13,34.0,32.512804,tt1790864,movie,The Maze Runner,The Maze Runner,0,2014,113,Action,6.8,423532,nm2233127
Zero Dark Thirty,2013-01-11,Kathryn Bigelow,40000000,417150,95720716,132820716,95,R,40.0,0.41715,tt1790885,movie,Zero Dark Thirty,Zero Dark Thirty,0,2012,157,Drama,7.4,275515,nm0292132
Inherent Vice,2015-01-09,Paul Thomas Anderson,20000000,328184,8110975,14710975,81,R,20.0,0.328184,tt1791528,movie,Inherent Vice,Inherent Vice,0,2014,148,Comedy,6.7,96195,nm1535410
While We're Young,2015-04-17,Noah Baumbach,10000000,227688,7587485,18117839,77,R,10.0,0.227688,tt1791682,movie,While We're Young,While We're Young,0,2014,97,Comedy,6.3,47569,nm0748784
Savannah,2014-04-25,Annette Haywood-Carter,5000000,15599,37240,37240,25,PG-13,5.0,0.015599,tt1797487,movie,Savannah,Savannah,0,2013,101,Drama,5.9,1443,nm5561275
Rudderless,2015-02-21,William H. Macy,5000000,37440,58293,546149,52,R,5.0,0.03744,tt1798243,movie,Rudderless,Rudderless,0,2014,105,Comedy,7.5,17830,nm5369674
Her,2014-01-10,Spike Jonze,23000000,260382,25568251,48517427,90,R,23.0,0.260382,tt1798709,movie,Her,Her,0,2013,126,Drama,8.0,549742,nm0484504
Step Up Revolution,2012-07-27,Scott Speer,33000000,11731708,35074677,140470746,43,PG-13,33.0,11.731708,tt1800741,movie,Step Up Revolution,Step Up Revolution,0,2012,99,Drama,6.4,54154,nm0316774
Unbroken,2014-12-25,Angelina Jolie,65000000,30621445,115637895,161459297,59,PG-13,65.0,30.621445,tt1809398,movie,Unbroken,Unbroken,0,2014,137,Action,7.2,152009,nm0001054
Admission,2013-03-22,Paul Weitz,13000000,6154984,18007317,18637201,48,PG-13,13.0,6.154984,tt1814621,movie,Admission,Admission,0,2013,108,Comedy,5.7,33448,nm0583948
After Earth,2013-05-31,M. Night Shyamalan,130000000,27520040,60522097,243611982,33,PG-13,130.0,27.52004,tt1815862,movie,After Earth,After Earth,0,2013,100,Action,4.8,192742,nm0000586
The Place Beyond the Pines,2013-04-19,Derek Cianfrance,15000000,279457,21403519,47052899,68,R,15.0,0.279457,tt1817273,movie,The Place Beyond the Pines,The Place Beyond the Pines,0,2012,140,Crime,7.3,249847,nm1364232
A Resurrection,2013-03-22,Matt Orlando,5000000,7300,10730,10730,,R,5.0,0.0073,tt1817276,movie,A Resurrection,A Resurrection,0,2013,89,Drama,3.9,1625,nm3642781
Nebraska,2014-01-24,Alexander Payne,12000000,140401,17654912,27682872,87,R,12.0,0.140401,tt1821549,movie,Nebraska,Nebraska,0,2013,115,Adventure,7.7,113192,nm0651366
The Nut Job,2014-01-17,Peter Lepeniotis,42000000,19423000,64251541,120885527,37,PG,42.0,19.423,tt1821658,movie,The Nut Job,The Nut Job,0,2014,85,Adventure,5.7,26891,nm5624924
Annie,2014-12-19,Will Gluck,65000000,15861939,85911262,136853506,33,PG,65.0,15.861939,tt1823664,movie,Annie,Annie,0,2014,118,Comedy,5.3,34560,nm0419650
Make Your Move,2014-03-12,Duane Adler,15000000,81172,125106,1583687,40,PG-13,15.0,0.081172,tt1828959,movie,Make Your Move,Make Your Move,0,2013,110,Drama,5.7,3073,nm2625538
Passion,2013-08-30,Brian De Palma,20000000,33400,92181,713616,53,R,20.0,0.0334,tt1829012,movie,Passion,Passion,0,2012,102,Adventure,5.3,21979,nm2167957
The Fifth Estate,2013-10-18,Bill Condon,28000000,1673351,3255008,9058564,49,R,28.0,1.673351,tt1837703,movie,The Fifth Estate,The Fifth Estate,0,2013,128,Biography,6.2,39180,nm4240689
Winter's Tale,2014-02-14,Akiva Goldsman,60000000,7297694,12600231,30800231,31,PG-13,60.0,7.297694,tt1837709,movie,Winter's Tale,Winter's Tale,0,2014,118,Drama,6.2,52571,nm0686887
Ruby Sparks,2012-09-19,Jonathan Dayton,8000000,140822,2540106,9368803,67,R,8.0,0.140822,tt1839492,movie,Ruby Sparks,Ruby Sparks,0,2012,104,Comedy,7.2,96509,nm0947695
The Face of Love,2013-10-25,Arie Posin,4000000,24660,350006,1806548,51,PG-13,4.0,0.02466,tt1839642,movie,The Face of Love,The Face of Love,0,2013,92,Drama,6.2,5204,nm0953616
Divergent,2014-03-21,Neil Burger,85000000,54607747,150947895,288885818,48,PG-13,85.0,54.607747,tt1840309,movie,Divergent,Divergent,0,2014,139,Action,6.6,429767,nm0279651
The Words,2012-09-07,Brian Klugman,6000000,4750894,11494838,15950164,37,PG-13,6.0,4.750894,tt1840417,movie,The Words,The Words,0,2012,102,Drama,7.0,75163,nm1209063
Captain America: The Winter Soldier,2014-04-04,Anthony Russo,170000000,95023721,259766572,714421503,70,PG-13,170.0,95.023721,tt1843866,movie,Captain America: The Winter Soldier,Captain America: The Winter Soldier,0,2014,136,Action,7.7,749549,nm0800209
Inescapable,2014-08-14,Ruba Nadda,1545,6334,6334,,37,R,0.001545,0.006334,tt1844203,movie,Inescapable,Inescapable,0,2012,93,Action,5.2,2558,nm0622217
The Loft,2015-01-30,Erik Van Looy,14000000,2747342,6002684,11020402,24,R,14.0,2.747342,tt1850397,movie,The Loft,The Loft,0,2014,108,Mystery,6.3,52760,nm0887452
Percy Jackson: Sea of Monsters,2013-08-07,Thor Freudenthal,90000000,14401054,68559554,199850315,39,PG,90.0,14.401054,tt1854564,movie,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,0,2013,106,Adventure,5.8,111382,nm0973233
End of Watch,2012-09-21,David Ayer,7000000,13152683,41003371,55078146,68,R,7.0,13.152683,tt1855199,movie,End of Watch,End of Watch,0,2012,109,Action,7.6,230251,nm0350453
Resident Evil: Retribution,2012-09-14,Paul W.S. Anderson,65000000,21052227,42345531,240159255,39,R,65.0,21.052227,tt1855325,movie,Resident Evil: Retribution,Resident Evil: Retribution,0,2012,95,Action,5.4,134073,nm0474709
Last Passenger,2014-04-25,Omid Nooshin,2500000,9326,14806,54110,66,R,2.5,0.009326,tt1858481,movie,Last Passenger,Last Passenger,0,2013,97,Action,5.7,5882,nm2112927
Turbo,2013-07-17,David Soren,135000000,21312625,83028128,282570682,58,PG,135.0,21.312625,tt1860353,movie,Turbo,Turbo,0,2013,96,Adventure,6.4,86191,nm1557909
Safety Not Guaranteed,2012-06-15,Colin Trevorrow,750000,97762,4010957,4424699,72,R,0.75,0.097762,tt1862079,movie,Safety Not Guaranteed,Safety Not Guaranteed,0,2012,86,Comedy,7.0,121253,nm1293297
Song of the Sea,2015-11-20,Tomm Moore,21910,857522,4190884,,85,PG,0.02191,0.857522,tt1865505,movie,Song of the Sea,Song of the Sea,0,2014,93,Adventure,8.1,52969,nm2731232
The Sessions,2012-11-16,Ben Lewin,1000000,113467,6002451,10656155,79,R,1.0,0.113467,tt1866249,movie,The Sessions,The Sessions,0,2012,95,Biography,7.2,41343,nm0505861
The Samaritan,2012-04-20,David Weaver,12000000,1744,2521,15220,37,R,12.0,0.001744,tt1867093,movie,The Samaritan,The Samaritan,0,2012,90,Action,5.6,9526,nm0358877
The East,2013-06-28,Zal Batmanglij,6500000,77031,2301839,2891812,68,PG-13,6.5,0.077031,tt1869716,movie,The East,The East,0,2013,116,Crime,6.8,48792,nm2246698
The Amazing Spider-Man 2,2014-05-02,Marc Webb,200000000,91608337,202853933,708982323,53,PG-13,200.0,91.608337,tt1872181,movie,The Amazing Spider-Man 2,The Amazing Spider-Man 2,0,2014,142,Action,6.6,421439,nm0684374
Liberal Arts,2012-10-05,Josh Radnor,2000000,27435,327345,1150681,55,PG-13,2.0,0.027435,tt1872818,movie,Liberal Arts,Liberal Arts,0,2012,97,Comedy,6.7,36382,nm3457394
X-Men: Days of Future Past,2014-05-23,Bryan Singer,200000000,90823660,233921534,746045700,75,PG-13,200.0,90.82366,tt1877832,movie,X-Men: Days of Future Past,X-Men: Days of Future Past,0,2014,132,Action,7.9,666375,nm0456158
How I Live Now,2013-10-04,Kevin Macdonald,8000000,28547,60213,925762,57,R,8.0,0.028547,tt1894476,movie,How I Live Now,How I Live Now,0,2013,101,Action,6.5,28546,nm4696885
Parker,2013-01-25,Taylor Hackford,35000000,7008222,17616641,46922566,42,R,35.0,7.008222,tt1904996,movie,Parker,Parker,0,2013,118,Action,6.2,115645,nm0572352
The Call,2013-03-15,Brad Anderson,13000000,17118745,51872378,68572631,51,R,13.0,17.118745,tt1911644,movie,The Call,The Call,0,2013,96,Crime,6.7,114066,nm0303010
Penguins of Madagascar,2014-11-26,Eric Darnell,132000000,25447444,83850911,373515621,53,PG,132.0,25.447444,tt1911658,movie,Penguins of Madagascar,Penguins of Madagascar,0,2014,92,Adventure,6.7,80579,nm0971239
Pompeii,2014-02-21,Paul W.S. Anderson,100000000,10340823,23219748,117831631,39,PG-13,100.0,10.340823,tt1921064,movie,Pompeii,Pompeii,0,2014,105,Action,5.5,107125,nm0093337
Phantom,2013-03-01,Todd Robinson,18000000,508000,1034589,1197759,40,R,18.0,0.508,tt1922685,movie,Phantom,Phantom,0,2013,98,Drama,5.9,13759,nm0006258
The Investigator,2013-09-13,Curtis Graham,1100000,93690,103739,103739,,PG-13,1.1,0.09369,tt1922748,movie,The Investigator,The Investigator,0,2013,101,Drama,5.4,300,nm3387198
Sinister,2012-10-12,Scott Derrickson,3000000,18007634,48086903,82515113,53,R,3.0,18.007634,tt1922777,movie,Sinister,Sinister,0,2012,110,Horror,6.8,224578,nm2271939
Trance,2013-05-01,Danny Boyle,20000000,131145,2328743,24261569,61,R,20.0,0.131145,tt1924429,movie,Trance,Trance,0,2013,101,Crime,6.9,110336,nm0013878
Let's Be Cops,2014-08-13,Luke Greenfield,17000000,17813722,82390774,138224951,30,R,17.0,17.813722,tt1924435,movie,Let's Be Cops,Let's Be Cops,0,2014,104,Action,6.4,127962,nm1242846
Officer Down,2013-01-11,Brian A. Miller,12000000,1061,1463,255080,,R,12.0,0.001061,tt1925479,movie,Officer Down,Officer Down,0,2013,98,Crime,5.5,5304,nm0000249
Heaven Is for Real,2014-04-16,Randall Wallace,12000000,22522221,91443253,101888019,47,PG,12.0,22.522221,tt1929263,movie,Heaven Is for Real,Heaven Is for Real,0,2014,99,Biography,5.8,25901,nm0415890
The Big Wedding,2013-04-26,Justin Zackham,35000000,7591663,21819348,46522137,28,R,35.0,7.591663,tt1931435,movie,The Big Wedding,The Big Wedding,0,2013,90,Comedy,5.6,47679,nm0837141
The Brass Teapot,2013-04-15,Ramaa Mosley,900000,4468,6997,245027,43,R,0.9,0.004468,tt1935902,movie,The Brass Teapot,The Brass Teapot,0,2012,101,Comedy,6.4,14936,nm1645871
The Hunger Games: Catching Fire,2013-11-22,Francis Lawrence,130000000,158074286,424668047,865011746,76,PG-13,130.0,158.074286,tt1951264,movie,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,0,2013,146,Action,7.5,618864,nm1749221
The Hunger Games: Mockingjay - Part 1,2014-11-21,Francis Lawrence,125000000,121897634,337135885,755356711,64,PG-13,125.0,121.897634,tt1951265,movie,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,0,2014,123,Action,6.6,418443,nm1749221
Noah,2014-03-28,Darren Aronofsky,125000000,43720472,101200044,359200044,68,PG-13,125.0,43.720472,tt1959490,movie,Noah,Noah,0,2014,138,Action,5.7,244838,nm0661289
Stalingrad,2013-10-10,Fedor Bondarchuk,30000000,510846,1013945,68316452,49,R,30.0,0.510846,tt1966566,movie,Stalingrad,Stalingrad,0,2013,131,Action,5.6,15843,nm2658369
Labor Day,2014-01-31,Jason Reitman,18000000,5175282,13371528,20275812,52,PG-13,18.0,5.175282,tt1967545,movie,Labor Day,Labor Day,0,2013,111,Drama,6.9,43281,nm2615685
Infinitely Polar Bear,2015-06-19,Maya Forbes,6700000,47000,1430655,1824678,64,R,6.7,0.047,tt1969062,movie,Infinitely Polar Bear,Infinitely Polar Bear,0,2014,90,Comedy,7.0,15309,nm0083851
Compliance,2012-09-26,Craig Zobel,270000,16427,319285,592116,68,R,0.27,0.016427,tt1971352,movie,Compliance,Compliance,0,2012,90,Crime,6.4,32010,nm1021351
A Most Wanted Man,2014-08-01,Anton Corbijn,15000000,2687227,17237855,36233517,73,R,15.0,2.687227,tt1972571,movie,A Most Wanted Man,A Most Wanted Man,0,2014,122,Crime,6.8,72993,nm0494170
Rush,2013-09-27,Ron Howard,38000000,187289,26947624,96983009,74,R,38.0,0.187289,tt1979320,movie,Rush,Rush,0,2013,123,Action,8.1,438454,nm0247787
Pain & Gain,2013-04-26,Michael Bay,26000000,20244505,49875291,87305549,45,R,26.0,20.244505,tt1980209,movie,Pain & Gain,Pain & Gain,0,2013,129,Action,6.4,202698,nm1321656
Begin Again,2014-07-11,John Carney,8000000,134064,16170632,65652908,62,R,8.0,0.134064,tt1980929,movie,Begin Again,Begin Again,0,2013,104,Comedy,7.4,145194,nm1180690
The Young and Prodigious T.S. Spivet,2015-07-31,Jean-Pierre Jeunet,33000000,33658,173564,9494789,53,PG,33.0,0.033658,tt1981107,movie,The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,0,2013,105,Adventure,7.1,17319,nm0320727
Thor: The Dark World,2013-11-08,Alan Taylor,170000000,85737841,206362140,644783140,54,PG-13,170.0,85.737841,tt1981115,movie,Thor: The Dark World,Thor: The Dark World,0,2013,112,Action,6.9,606220,nm1236653
Pitch Perfect,2012-10-05,Jason Moore,17000000,5149433,65001093,115350426,66,PG-13,17.0,5.149433,tt1981677,movie,Pitch Perfect,Pitch Perfect,0,2012,112,Comedy,7.1,279888,nm0112189
Atlas Shrugged II: The Strike,2012-10-12,John Putch,10000000,1751572,3336053,3336053,26,PG-13,10.0,1.751572,tt1985017,movie,Atlas Shrugged II: The Strike,Atlas Shrugged II: The Strike,0,2012,111,Drama,5.4,6823,nm0709446
Cloudy with a Chance of Meatballs 2,2013-09-27,Cody Cameron,78000000,34017930,119793567,274325949,59,PG,78.0,34.01793,tt1985966,movie,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,0,2013,95,Adventure,6.4,92284,nm0520488
Alone Yet Not Alone,2013-09-27,Ray Bengston,7000000,125775,887851,887851,,PG-13,7.0,0.125775,tt1986769,movie,Alone Yet Not Alone,Alone Yet Not Alone,0,2013,103,Action,4.6,752,nm1342461
