title,release,director,budget,opening,gross,worldwide_gross,metacritic_score,mpaa_rating,budget_mil,opening_mil,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,leadActor
Alpha,2018-08-17,Albert Hughes,51000000,10352512,35857181,98203196,63,PG-13,51.0,10.352512,tt4244998,movie,Alpha,Alpha,0,2018,96,Action,6.7,56381,nm0824195
Miracles from Heaven,2016-03-16,Patricia Riggen,13000000,14812393,61705123,73983003,44,PG,13.0,14.812393,tt4257926,movie,Miracles from Heaven,Miracles from Heaven,0,2016,109,Biography,7.1,22562,nm0415890
Southside with You,2016-08-26,Richard Tanne,1500000,2868403,6304223,6628603,74,PG-13,1.5,2.868403,tt4258698,movie,Southside with You,Southside with You,0,2016,84,Biography,6.2,7453,nm0782752
The Circle,2017-04-28,James Ponsoldt,18000000,9034148,20497844,40656399,43,PG-13,18.0,9.034148,tt4287320,movie,The Circle,The Circle,0,2017,110,Drama,5.4,85956,nm0000384
Kubo and the Two Strings,2016-08-19,Travis Knight,60000000,12608372,48023088,76249438,84,PG,60.0,12.608372,tt4302938,movie,Kubo and the Two Strings,Kubo and the Two Strings,0,2016,101,Action,7.8,119502,nm1750312
Union,2019-08-02,Whitney Hamilton,500000,11900,41656,41656,,PG-13,0.5,0.0119,tt4325644,movie,Union,Union,0,2018,135,Drama,4.1,87,nm0842371
Julieta,2016-12-21,Pedro Almodóvar,64044,1490948,22546233,,73,R,0.064044,1.490948,tt4326444,movie,Julieta,Julieta,0,2016,99,Drama,7.1,29393,nm0407076
The Bad Batch,2017-06-23,Ana Lily Amirpour,6000000,89111,180851,201890,62,R,6.0,0.089111,tt4334266,movie,The Bad Batch,The Bad Batch,0,2016,118,Action,5.3,27263,nm2609977
Queen of Katwe,2016-09-30,Mira Nair,15000000,304933,8874389,10367161,73,PG,15.0,0.304933,tt4341582,movie,Queen of Katwe,Queen of Katwe,0,2016,124,Biography,7.4,15985,nm0212990
Ouija: Origin of Evil,2016-10-21,Mike Flanagan,9000000,14065500,35144505,81705746,65,PG-13,9.0,14.0655,tt4361050,movie,Ouija: Origin of Evil,Ouija: Origin of Evil,0,2016,99,Drama,6.1,54775,nm0000881
The Peanut Butter Falcon,2019-08-23,Tyler Nilson,6200000,204793,20457151,133031473,70,PG-13,6.2,0.204793,tt4364194,movie,The Peanut Butter Falcon,The Peanut Butter Falcon,0,2019,97,Adventure,7.6,69951,nm1916835
Because of Grácia,2017-09-15,Tom Simes,1200000,52171,90878,90878,,PG-13,1.2,0.052171,tt4372736,movie,Because of Grácia,Because of Grácia,0,2017,107,Comedy,6.2,188,nm1810033
Nine Lives,2016-08-05,Barry Sonnenfeld,30000000,6249915,19700032,57814445,11,PG,30.0,6.249915,tt4383594,movie,Nine Lives,Nine Lives,0,2016,87,Comedy,5.3,21244,nm0527095
The Ballad of Lefty Brown,2017-12-15,Jared Moshe,8000000,5559,7856,7856,64,R,8.0,0.005559,tt4400994,movie,The Ballad of Lefty Brown,The Ballad of Lefty Brown,0,2017,111,Action,6.3,5649,nm0035465
John Wick: Chapter 2,2017-02-10,Chad Stahelski,40000000,30436123,92029184,171547802,75,R,40.0,30.436123,tt4425200,movie,John Wick: Chapter 2,John Wick: Chapter 2,0,2017,122,Action,7.5,374315,nm0061045
Shaft,2019-06-14,Tim Story,35000000,8901419,21360215,21360215,40,R,35.0,8.901419,tt4463894,movie,Shaft,Shaft,0,2019,111,Action,6.4,46262,nm0204862
Paddington 2,2018-01-12,Paul King,40000000,11001961,40891591,227978645,88,PG,40.0,11.001961,tt4468740,movie,Paddington 2,Paddington 2,0,2017,103,Adventure,7.8,63339,nm0123666
Fifty Shades Freed,2018-02-09,James Foley,55000000,38560195,100407760,371987838,31,R,55.0,38.560195,tt4477536,movie,Fifty Shades Freed,Fifty Shades Freed,0,2018,105,Drama,4.5,57284,nm0006894
Maze Runner: The Death Cure,2018-01-26,Wes Ball,62000000,24167011,58032443,288175335,50,PG-13,62.0,24.167011,tt4500922,movie,Maze Runner: The Death Cure,Maze Runner: The Death Cure,0,2018,143,Action,6.3,116851,nm0324041
The Meddler,2016-06-03,Lorene Scafaria,3200000,57022,4267218,5425148,68,PG-13,3.2,0.057022,tt4501454,movie,The Meddler,The Meddler,0,2015,103,Comedy,6.3,11786,nm2207081
The Prodigy,2019-02-08,Nicholas McCarthy,6000000,5853061,14856291,21150265,45,R,6.0,5.853061,tt4504044,movie,The Prodigy,The Prodigy,0,2019,92,Fantasy,5.9,23567,nm0631028
Café Society,2016-08-05,Woody Allen,30000000,359289,11103205,43763247,64,PG-13,30.0,0.359289,tt4513674,movie,Café Society,Café Society,0,2016,96,Comedy,6.6,72255,nm0503429
Morgan,2016-09-02,Luke Scott,8000000,2012709,3915251,8809407,48,R,8.0,2.012709,tt4520364,movie,Morgan,Morgan,0,2016,92,Action,5.8,40222,nm0769644
Frozen II,2019-11-22,Chris Buck,150000000,130263358,477373578,1450026933,64,PG,150.0,130.263358,tt4520988,movie,Frozen II,Frozen II,0,2019,103,Adventure,6.9,142108,nm2844448
Overlord,2018-11-09,Julius Avery,38000000,10202108,21704844,41657844,60,R,38.0,10.202108,tt4530422,movie,Overlord,Overlord,0,2018,110,Action,6.6,88240,nm0712753
Robin Hood,2018-11-21,Otto Bathurst,100000000,9195670,30824628,86493046,32,PG-13,100.0,9.19567,tt4532826,movie,Robin Hood,Robin Hood,0,2018,116,Action,5.3,66133,nm0000138
Finding Your Feet,2018-03-30,Richard Loncraine,60132,1418682,15775555,,53,PG-13,0.060132,1.418682,tt4538916,movie,Finding Your Feet,Finding Your Feet,0,2017,111,Comedy,6.7,5809,nm2020191
Darkest Hour,2017-12-22,Joe Wright,30000000,175006,56468410,150847274,75,PG-13,30.0,0.175006,tt4555426,movie,Darkest Hour,Darkest Hour,0,2017,125,Biography,7.4,175506,nm0271479
Crown Vic,2019-12-15,Joel Souza,3600000,2468,3868,3868,47,R,3.6,0.002468,tt4558200,movie,Crown Vic,Crown Vic,0,2019,110,Action,6.4,5236,nm0069131
Patriots Day,2017-01-13,Peter Berg,45000000,161306,31886361,52185751,69,R,45.0,0.161306,tt4572514,movie,Patriots Day,Patriots Day,0,2016,133,Action,7.4,93997,nm2440587
The Book of Henry,2017-06-23,Colin Trevorrow,10000000,1424540,4504974,4596705,31,PG-13,10.0,1.42454,tt4572792,movie,The Book of Henry,The Book of Henry,0,2017,105,Crime,6.6,24524,nm0725013
Sleight,2017-04-28,J.D. Dillard,250000,1701785,3986245,3989705,62,R,0.25,1.701785,tt4573516,movie,Sleight,Sleight,0,2016,89,Crime,5.9,7990,nm3510596
Christopher Robin,2018-08-03,Marc Forster,75000000,24585139,99215042,197744377,60,PG,75.0,24.585139,tt4575576,movie,Christopher Robin,Christopher Robin,0,2018,104,Adventure,7.3,70153,nm0565336
The Star,2017-11-17,Timothy Reckart,20000000,9812674,40896334,62856743,42,PG,20.0,9.812674,tt4587656,movie,The Star,The Star,0,2017,86,Adventure,6.3,7034,nm1373352
Can You Ever Forgive Me?,2018-11-02,Marielle Heller,10000000,161510,8803865,12442161,87,R,10.0,0.16151,tt4595882,movie,Can You Ever Forgive Me?,Can You Ever Forgive Me?,0,2018,106,Biography,7.1,47857,nm2602846
The Catcher Was a Spy,2018-06-22,Ben Lewin,14000000,114771,725223,953953,49,R,14.0,0.114771,tt4602066,movie,The Catcher Was a Spy,The Catcher Was a Spy,0,2018,94,Biography,6.2,8058,nm2015238
Battle of the Sexes,2017-09-29,Jonathan Dayton,25000000,518332,12638526,18598607,73,PG-13,25.0,0.518332,tt4622512,movie,Battle of the Sexes,Battle of the Sexes,0,2017,121,Biography,6.7,51014,nm0333747
Storks,2016-09-23,Nicholas Stoller,70000000,21311407,72679278,183388953,56,PG,70.0,21.311407,tt4624424,movie,Storks,Storks,0,2016,87,Adventure,6.8,56871,nm0002217
The Fate of the Furious,2017-04-14,F. Gary Gray,250000000,98786705,226008385,1236005118,56,PG-13,250.0,98.786705,tt4630562,movie,The Fate of the Furious,The Fate of the Furious,0,2017,136,Action,6.6,208029,nm0605775
Spider-Man: Into the Spider-Verse,2018-12-14,Bob Persichetti,90000000,35363376,190241310,375540831,87,PG,90.0,35.363376,tt4633694,movie,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,0,2018,117,Action,8.4,392602,nm0032696
Harriet,2019-11-01,Kasi Lemmons,17000000,11676720,43082155,43347017,66,PG-13,17.0,11.67672,tt4648786,movie,Harriet,Harriet,0,2019,125,Action,6.6,21041,nm0153744
Kingsman: The Golden Circle,2017-09-22,Matthew Vaughn,104000000,39023010,100234838,410902662,44,R,104.0,39.02301,tt4649466,movie,Kingsman: The Golden Circle,Kingsman: The Golden Circle,0,2017,141,Action,6.7,278698,nm0092061
Loving,2016-11-04,Jeff Nichols,9000000,159615,7751969,12957265,79,PG-13,9.0,0.159615,tt4669986,movie,Loving,Loving,0,2016,123,Biography,7.0,32324,nm0000147
Woodshock,2017-09-22,Kate Mulleavy,5000000,12247,42603,43682,39,R,5.0,0.012247,tt4677924,movie,Woodshock,Woodshock,0,2017,100,Drama,4.3,1687,nm1444110
Colossal,2017-05-17,Nacho Vigalondo,15000000,120226,3029287,4531320,70,R,15.0,0.120226,tt4680182,movie,Colossal,Colossal,0,2016,109,Action,6.2,59978,nm1749863
The New Mutants,2020-08-28,Josh Boone,67000000,7037017,23852659,48171715,43,PG-13,67.0,7.037017,tt4682266,movie,The New Mutants,The New Mutants,0,2020,94,Action,5.3,50474,nm1334526
Loving Pablo,2018-06-15,Fernando León de Aranoa,16564,22017,17535962,,42,R,0.016564,0.022017,tt4682788,movie,Loving Pablo,Loving Pablo,0,2017,123,Biography,6.3,18508,nm1905310
The Death of Stalin,2018-03-09,Armando Iannucci,13000000,184805,8047856,24646055,88,R,13.0,0.184805,tt4686844,movie,The Death of Stalin,The Death of Stalin,0,2017,107,Comedy,7.2,89566,nm1942997
It Comes at Night,2017-06-09,Trey Edward Shults,5000000,5988370,13985117,19735344,78,R,5.0,5.98837,tt4695012,movie,It Comes at Night,It Comes at Night,0,2017,91,Horror,6.2,85380,nm2588703
Bumblebee,2018-12-21,Travis Knight,135000000,21654047,127195589,467989645,66,PG-13,135.0,21.654047,tt4701182,movie,Bumblebee,Bumblebee,0,2018,114,Action,6.8,142591,nm0006613
Mei ren yu,2016-02-08,Stephen Chow,60720000,985052,3232685,553810228,69,R,60.72,0.985052,tt4701660,movie,Mei ren yu,Mei ren yu,0,2016,94,Comedy,6.2,8357,nm0150916
Early Man,2018-02-16,Nick Park,50000000,3190525,8267544,54622814,68,PG,50.0,3.190525,tt4701724,movie,Early Man,Early Man,0,2018,89,Adventure,6.1,20269,nm0520485
Personal Shopper,2017-03-10,Olivier Assayas,6000000,79175,1305195,2840408,77,R,6.0,0.079175,tt4714782,movie,Personal Shopper,Personal Shopper,0,2016,105,Drama,6.1,36933,nm0829576
A Cure for Wellness,2017-02-17,Gore Verbinski,40000000,4356941,8106986,26620002,47,R,40.0,4.356941,tt4731136,movie,A Cure for Wellness,A Cure for Wellness,0,2016,146,Drama,6.4,88695,nm0005648
Unfriended: Dark Web,2018-07-20,Stephen Susco,1000000,3653035,8866745,16024987,53,R,1.0,3.653035,tt4761916,movie,Unfriended: Dark Web,Unfriended: Dark Web,0,2018,92,Horror,6.0,27997,nm2022847
The Promise,2017-04-21,Terry George,90000000,4095718,8224288,12448676,49,PG-13,90.0,4.095718,tt4776998,movie,The Promise,The Promise,0,2016,133,Action,6.4,173321,nm0005219
Maleficent: Mistress of Evil,2019-10-18,Joachim Rønning,185000000,36948713,113929605,491730089,43,PG,185.0,36.948713,tt4777008,movie,Maleficent: Mistress of Evil,Maleficent: Mistress of Evil,0,2019,119,Adventure,6.6,88057,nm0052520
LBJ,2017-11-03,Rob Reiner,26000000,1110565,2470979,2510151,54,R,26.0,1.110565,tt4778988,movie,LBJ,LBJ,0,2016,98,Biography,6.5,6052,nm2807321
The Meg,2018-08-10,Jon Turteltaub,130000000,45402195,145443742,530259473,46,PG-13,130.0,45.402195,tt4779682,movie,The Meg,The Meg,0,2018,113,Action,5.6,153679,nm0022709
Lights Out,2016-07-22,David F. Sandberg,4900000,21688103,67268835,148868835,58,PG-13,4.9,21.688103,tt4786282,movie,Lights Out,Lights Out,0,2016,81,Drama,6.3,116512,nm0818484
Rough Night,2017-06-16,Lucia Aniello,20000000,8004283,22105643,47347283,51,R,20.0,8.004283,tt4799050,movie,Rough Night,Rough Night,0,2017,101,Comedy,5.2,47912,nm3825122
The Best of Enemies,2019-04-05,Robin Bissell,10000000,4446190,10205616,10209813,49,PG-13,10.0,4.44619,tt4807408,movie,The Best of Enemies,The Best of Enemies,0,2019,133,Biography,7.2,11452,nm0001497
Mother's Day,2016-04-29,Garry Marshall,25000000,8369184,32492859,48782670,18,PG-13,25.0,8.369184,tt4824302,movie,Mother's Day,Mother's Day,0,2016,118,Comedy,5.7,33398,nm7427876
High Life,2019-04-12,Claire Denis,99341,1225852,2133033,,77,R,0.099341,1.225852,tt4827558,movie,High Life,High Life,0,2018,113,Adventure,5.8,30044,nm3563262
Good Time,2017-08-25,Benny Safdie,4500000,125101,2026499,3283369,80,R,4.5,0.125101,tt4846232,movie,Good Time,Good Time,0,2017,102,Crime,7.4,95219,nm0234806
Hidden Figures,2017-01-06,Theodore Melfi,25000000,515499,169607287,236225193,74,PG,25.0,0.515499,tt4846340,movie,Hidden Figures,Hidden Figures,0,2016,127,Biography,7.8,205046,nm0317642
The Emoji Movie,2017-07-28,Tony Leondis,50000000,24531923,86089513,217776646,12,PG,50.0,24.531923,tt4877122,movie,The Emoji Movie,The Emoji Movie,0,2017,86,Adventure,3.3,57178,nm0236462
Jurassic World: Fallen Kingdom,2018-06-22,J.A. Bayona,170000000,148024610,417719760,1310464680,51,PG-13,170.0,148.02461,tt4881806,movie,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,0,2018,128,Action,6.2,271096,nm0189777
The Resurrection of Gavin Stone,2017-01-20,Dallas Jenkins,2000000,1206771,2303792,2308355,36,PG,2.0,1.206771,tt4902904,movie,The Resurrection of Gavin Stone,The Resurrection of Gavin Stone,0,2017,91,Comedy,6.2,1871,nm0404854
Mission: Impossible - Fallout,2018-07-27,Christopher McQuarrie,178000000,61236534,220159104,791657398,86,PG-13,178.0,61.236534,tt4912910,movie,Mission: Impossible - Fallout,Mission: Impossible - Fallout,0,2018,147,Action,7.7,296871,nm1154632
Just Mercy,2020-01-10,Destin Daniel Cretton,25000000,107858,36001502,50401502,68,PG-13,25.0,0.107858,tt4916630,movie,Just Mercy,Just Mercy,0,2019,137,Biography,7.6,50079,nm0626696
The Kid,2019-03-08,Vincent D'Onofrio,8000000,514286,1508593,1561698,51,R,8.0,0.514286,tt4975920,movie,The Kid,The Kid,0,2019,100,Biography,5.9,7065,nm2250917
Middle School: The Worst Years of My Life,2016-10-07,Steve Carr,8500000,6878437,20007149,23316139,51,PG,8.5,6.878437,tt4981636,movie,Middle School: The Worst Years of My Life,Middle School: The Worst Years of My Life,0,2016,92,Animation,6.1,7966,nm0666248
Dunkirk,2017-07-21,Christopher Nolan,100000000,50513488,189740665,526949403,94,PG-13,100.0,50.513488,tt5013056,movie,Dunkirk,Dunkirk,0,2017,106,Action,7.8,567636,nm0189769
"Three Billboards Outside Ebbing, Missouri",2017-12-01,Martin McDonagh,15000000,322168,54513740,160192267,88,R,15.0,0.322168,tt5027774,movie,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",0,2017,115,Comedy,8.1,444572,nm2655177
Mary Poppins Returns,2018-12-19,Rob Marshall,130000000,23523121,171958438,349546142,66,PG,130.0,23.523121,tt5028340,movie,Mary Poppins Returns,Mary Poppins Returns,0,2018,130,Animation,6.7,78629,nm0686887
Charlie's Angels,2019-11-15,Elizabeth Banks,48000000,8351109,17803077,73279888,52,PG-13,48.0,8.351109,tt5033998,movie,Charlie's Angels,Charlie's Angels,0,2019,118,Action,4.8,59390,nm1000411
Godzilla vs. Kong,2021-03-31,Adam Wingard,200000000,31625971,80657654,390957654,59,PG-13,200.0,31.625971,tt5034838,movie,Godzilla vs. Kong,Godzilla vs. Kong,0,2021,113,Action,6.5,99674,nm0744429
Dalida,2017-09-01,Lisa Azuelos,3170,3465,5623134,,,PG,0.00317,0.003465,tt5039860,movie,Dalida,Dalida,0,2016,127,Biography,6.9,2886,nm0726848
Get Out,2017-02-24,Jordan Peele,4500000,33377060,176040665,255589157,85,R,4.5,33.37706,tt5052448,movie,Get Out,Get Out,0,2017,104,Horror,7.7,503326,nm8752173
Sicario: Day of the Soldado,2018-06-29,Stefano Sollima,35000000,19007566,50072235,75837743,61,R,35.0,19.007566,tt5052474,movie,Sicario: Day of the Soldado,Sicario: Day of the Soldado,0,2018,122,Action,7.1,128299,nm2590720
Champion,2017-05-19,Judd Brannon,500000,108591,175232,175232,,PG,0.5,0.108591,tt5078656,movie,Champion,Champion,0,2017,116,Drama,6.3,190,nm8381344
The Favourite,2018-12-21,Yorgos Lanthimos,15000000,422410,34366783,95918706,91,R,15.0,0.42241,tt5083738,movie,The Favourite,The Favourite,0,2018,119,Biography,7.5,176967,nm0347384
Ant-Man and the Wasp,2018-07-06,Peyton Reed,162000000,75812205,216648740,622674139,70,PG-13,162.0,75.812205,tt5095030,movie,Ant-Man and the Wasp,Ant-Man and the Wasp,0,2018,118,Action,7.0,320951,nm3029372
Mother!,2017-09-15,Darren Aronofsky,30000000,7534673,17800004,44516999,75,R,30.0,7.534673,tt5109784,movie,Mother!,Mother!,0,2017,121,Drama,6.6,194718,nm0508732
The Secret Life of Pets 2,2019-06-07,Chris Renaud,80000000,46652680,158874395,430051293,55,PG,80.0,46.65268,tt5113040,movie,The Secret Life of Pets 2,The Secret Life of Pets 2,0,2019,86,Adventure,6.5,51810,nm0666791
Peter Rabbit,2018-02-09,Will Gluck,50000000,25010928,115253424,351496066,51,PG,50.0,25.010928,tt5117670,movie,Peter Rabbit,Peter Rabbit,0,2018,95,Adventure,6.6,36391,nm0693229
Poms,2019-05-10,Zara Hayes,10000000,5361937,13631124,16418218,36,PG-13,10.0,5.361937,tt5125894,movie,Poms,Poms,0,2019,90,Comedy,6.0,4375,nm0304372
Annabelle: Creation,2017-08-11,David F. Sandberg,15000000,35006404,102092201,306515884,62,R,15.0,35.006404,tt5140878,movie,Annabelle: Creation,Annabelle: Creation,0,2017,109,Horror,6.5,114556,nm2477891
Ocean's Eight,2018-06-08,Gary Ross,70000000,41607378,140218711,297718711,61,PG-13,70.0,41.607378,tt5164214,movie,Ocean's Eight,Ocean's Eight,0,2018,110,Action,6.9,191858,nm6035700
"Love, Simon",2018-03-16,Greg Berlanti,17000000,11756244,40826341,66316289,72,PG-13,17.0,11.756244,tt5164432,movie,"Love, Simon","Love, Simon",0,2018,110,Comedy,7.6,100576,nm2125212
The Girl in the Spider's Web,2018-11-09,Fede Alvarez,43000000,7810112,14841338,35164920,43,R,43.0,7.810112,tt5177088,movie,The Girl in the Spider's Web,The Girl in the Spider's Web,0,2018,115,Action,6.1,42714,nm1140275
Abracadabra,2017-09-15,Pablo Berger,1942,13975,2114260,,,R,0.001942,0.013975,tt5187886,movie,Abracadabra,Abracadabra,0,2017,96,Comedy,5.7,2356,nm1481660
Operation Finale,2018-08-29,Chris Weitz,24000000,6022758,17612099,17612099,58,PG-13,24.0,6.022758,tt5208252,movie,Operation Finale,Operation Finale,0,2018,122,Biography,6.6,34878,nm1757754
Hotel Transylvania 3: Summer Vacation,2018-07-13,Genndy Tartakovsky,80000000,44076225,167510016,528583774,54,PG,80.0,44.076225,tt5220122,movie,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,0,2018,97,Adventure,6.3,59286,nm1451495
Paterson,2016-12-28,Jim Jarmusch,5000000,69335,2152738,9588282,90,R,5.0,0.069335,tt5247022,movie,Paterson,Paterson,0,2016,118,Comedy,7.4,72150,nm0931937
Chappaquiddick,2018-04-06,John Curran,13000000,5765854,17395520,18263470,67,PG-13,13.0,5.765854,tt5270948,movie,Chappaquiddick,Chappaquiddick,0,2017,106,Biography,6.4,12307,nm1038319
All the Money in the World,2017-12-25,Ridley Scott,50000000,5584684,25113707,56996304,72,R,50.0,5.584684,tt5294550,movie,All the Money in the World,All the Money in the World,0,2017,132,Biography,6.8,77090,nm0669301
Marshall,2017-10-13,Reginald Hudlin,12000000,3000805,10051659,10116816,66,PG-13,12.0,3.000805,tt5301662,movie,Marshall,Marshall,0,2017,118,Biography,7.3,21501,nm7817658
Happy Death Day,2017-10-13,Christopher Landon,4800000,26039025,55683845,125479266,58,PG-13,4.8,26.039025,tt5308322,movie,Happy Death Day,Happy Death Day,0,2017,96,Comedy,6.6,119583,nm1245146
Sgt. Stubby: An American Hero,2018-04-13,Richard Lanni,25000000,1164403,4015935,4932694,58,PG,25.0,1.164403,tt5314190,movie,Sgt. Stubby: An American Hero,Sgt. Stubby: An American Hero,0,2018,84,Adventure,6.9,1962,nm0236462
Wish Upon,2017-07-14,John R. Leonetti,12000000,5467084,14301505,23468586,32,PG-13,12.0,5.467084,tt5322012,movie,Wish Upon,Wish Upon,0,2017,90,Drama,5.0,18709,nm0002684
Boo! A Madea Halloween,2016-10-21,Tyler Perry,20000000,28501448,73206343,74827344,30,PG-13,20.0,28.501448,tt5325452,movie,Boo! A Madea Halloween,Boo! A Madea Halloween,0,2016,103,Comedy,4.6,7800,nm2355322
The Hurricane Heist,2018-03-09,Rob Cohen,35000000,3024399,6115825,32517248,35,PG-13,35.0,3.024399,tt5360952,movie,The Hurricane Heist,The Hurricane Heist,0,2018,103,Action,5.1,19321,nm0003418
Wind River,2017-08-18,Taylor Sheridan,11000000,161558,33800859,43980821,73,R,11.0,0.161558,tt5362988,movie,Wind River,Wind River,0,2017,107,Crime,7.7,211918,nm3948817
Detroit,2017-08-04,Kathryn Bigelow,34000000,350190,16790139,23355100,77,R,34.0,0.35019,tt5390504,movie,Detroit,Detroit,0,2017,143,Crime,7.3,49226,nm2691892
Logan Lucky,2017-08-18,Steven Soderbergh,29000000,7600036,27780977,48453605,78,PG-13,29.0,7.600036,tt5439796,movie,Logan Lucky,Logan Lucky,0,2017,118,Comedy,7.0,134014,nm0391794
Life,2017-03-24,Daniel Espinosa,58000000,12501936,30234022,100541806,54,R,58.0,12.501936,tt5442430,movie,Life,Life,0,2017,104,Horror,6.6,209985,nm1602154
The Big Sick,2017-07-14,Michael Showalter,5000000,421577,42873127,56411585,86,R,5.0,0.421577,tt5462602,movie,The Big Sick,The Big Sick,0,2017,120,Comedy,7.5,123099,nm0578814
Deadpool 2,2018-05-18,David Leitch,110000000,125507153,324591735,786470484,66,R,110.0,125.507153,tt5463162,movie,Deadpool 2,Deadpool 2,0,2018,119,Action,7.7,491988,nm1436760
Hustlers,2019-09-13,Lorene Scafaria,20000000,33181361,104963598,157563598,79,R,20.0,33.181361,tt5503686,movie,Hustlers,Hustlers,0,2019,110,Comedy,6.3,86367,nm0002071
The Nutcracker and the Four Realms,2018-11-02,Lasse Hallström,120000000,20352491,54858851,173961069,39,PG,120.0,20.352491,tt5523010,movie,The Nutcracker and the Four Realms,The Nutcracker and the Four Realms,0,2018,99,Adventure,5.6,29934,nm0677535
