title,release,startYear,top3_actors
Collide,2017-02-24,2016,"['Nicholas Hoult', 'Felicity Jones', 'Anthony Hopkins']"
Rock Dog,2017-02-24,2016,"['Luke Wilson', 'Eddie Izzard', 'J.K. Simmons']"
Before I Fall,2017-03-03,2017,"['Zoey Deutch', 'Halston Sage', 'Logan Miller']"
Table 19,2017-03-03,2017,"['Anna Kendrick', 'Rya Meyers', 'Charles Green']"
Logan,2017-03-03,2017,"['Hugh Jackman', 'Patrick Stewart', 'Dafne Keen']"
Personal Shopper,2017-03-10,2016,"['Kristen Stewart', 'Lars Eidinger', 'Sigrid Bouaziz']"
Kong: Skull Island,2017-03-10,2017,"['Tom Hiddleston', 'Samuel L. Jackson', 'Brie Larson']"
Beauty and the Beast,2017-03-17,2017,"['Emma Watson', 'Dan Stevens', 'Luke Evans']"
CHIPS,2017-03-24,2017,"['Robert Pine', 'Erik Estrada', 'Larry Wilcox']"
Power Rangers,2017-03-24,2017,"['Dacre Montgomery', 'Naomi Scott', 'RJ Cyler']"
Life,2017-03-24,2017,"['Hiroyuki Sanada', 'Ryan Reynolds', 'Rebecca Ferguson']"
Ghost in the Shell,2017-03-31,2017,"['Scarlett Johansson', 'Pilou Asbæk', 'Takeshi Kitano']"
The Boss Baby,2017-03-31,2017,"['Alec Baldwin', 'Steve Buscemi', 'Jimmy Kimmel']"
The Zookeeper's Wife,2017-04-07,2017,"['Jessica Chastain', 'Johan Heldenbergh', 'Daniel Brühl']"
Smurfs: The Lost Village,2017-04-07,2017,"['Demi Lovato', 'Rainn Wilson', 'Joe Manganiello']"
Their Finest,2017-04-07,2016,"['Sam Claflin', 'Gemma Arterton', 'Nicholas Murchie']"
The Fate of the Furious,2017-04-14,2017,"['Vin Diesel', 'Jason Statham', 'Dwayne Johnson']"
Phoenix Forgotten,2017-04-21,2017,"['Florence Hartigan', 'Luke Spencer Roberts', 'Chelsea Lopez']"
Free Fire,2017-04-21,2016,"['Enzo Cilenti', 'Sam Riley', 'Michael Smiley']"
The Promise,2017-04-21,2016,"['Oscar Isaac', 'Charlotte Le Bon', 'Christian Bale']"
Lowriders,2017-04-28,2016,"['Gabriel Chavarria', 'Demián Bichir', 'Theo Rossi']"
The Circle,2017-04-28,2017,"['Michelle Buteau', 'Sammie Cimarelli', 'Shubham Goel']"
Sleight,2017-04-28,2016,"['Jacob Latimore', 'Seychelle Gabriel', 'Storm Reid']"
Guardians of the Galaxy Vol. 2,2017-05-05,2017,"['Chris Pratt', 'Zoe Saldana', 'Dave Bautista']"
King Arthur: Legend of the Sword,2017-05-12,2017,"['Charlie Hunnam', 'Astrid Bergès-Frisbey', 'Jude Law']"
Snatched,2017-05-12,2017,"['Amy Schumer', 'Kim Caramele', 'Raven Goodwin']"
Colossal,2017-05-17,2016,"['Anne Hathaway', 'Jason Sudeikis', 'Austin Stowell']"
Champion,2017-05-19,2017,"['Wesley Snipes', 'Ving Rhames', 'Peter Falk']"
Alien: Covenant,2017-05-19,2017,"['Michael Fassbender', 'Katherine Waterston', 'Billy Crudup']"
Baywatch,2017-05-25,2017,"['David Hasselhoff', 'Jeremy Jackson', 'Michael Newman']"
Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-26,2017,"['Johnny Depp', 'Javier Bardem', 'Geoffrey Rush']"
Wonder Woman,2017-06-02,2017,"['Gal Gadot', 'Chris Pine', 'Connie Nielsen']"
Captain Underpants: The First Epic Movie,2017-06-02,2017,"['Kevin Hart', 'Ed Helms', 'Nick Kroll']"
Churchill,2017-06-02,2017,"['Brian Cox', 'Miranda Richardson', 'John Slattery']"
The Mummy,2017-06-09,2017,"['Brendan Fraser', 'Rachel Weisz', 'John Hannah']"
The Hero,2017-06-09,2017,"['Sam Elliott', 'Laura Prepon', 'Nick Offerman']"
It Comes at Night,2017-06-09,2017,"['Joel Edgerton', 'Christopher Abbott', 'Carmen Ejogo']"
Rough Night,2017-06-16,2017,"['Scarlett Johansson', 'Jillian Bell', 'Zoë Kravitz']"
Cars 3,2017-06-16,2017,"['Owen Wilson', 'Cristela Alonzo', 'Chris Cooper']"
47 Meters Down,2017-06-16,2017,"['Mandy Moore', 'Claire Holt', 'Chris Johnson']"
All Eyez on Me,2017-06-16,2017,"['Demetrius Shipp Jr.', 'Danai Gurira', 'Kat Graham']"
Transformers: The Last Knight,2017-06-21,2017,"['Mark Wahlberg', 'Anthony Hopkins', 'Josh Duhamel']"
The Book of Henry,2017-06-23,2017,"['Naomi Watts', 'Jaeden Martell', 'Jacob Tremblay']"
The Bad Batch,2017-06-23,2016,"['Suki Waterhouse', 'Jason Momoa', 'Jayda Fink']"
Baby Driver,2017-06-28,2017,"['Ansel Elgort', 'Jon Bernthal', 'Jon Hamm']"
Despicable Me 3,2017-06-30,2017,"['Steve Carell', 'Kristen Wiig', 'Trey Parker']"
The Beguiled,2017-06-30,2017,"['Colin Farrell', 'Nicole Kidman', 'Kirsten Dunst']"
Spider-Man: Homecoming,2017-07-07,2017,"['Tom Holland', 'Michael Keaton', 'Robert Downey Jr.']"
The Big Sick,2017-07-14,2017,"['Kumail Nanjiani', 'Zoe Kazan', 'Holly Hunter']"
Wish Upon,2017-07-14,2017,"['Joey King', 'Ryan Phillippe', 'Ki Hong Lee']"
War for the Planet of the Apes,2017-07-14,2017,"['Andy Serkis', 'Woody Harrelson', 'Steve Zahn']"
Girls Trip,2017-07-21,2017,"['Regina Hall', 'Queen Latifah', 'Jada Pinkett Smith']"
Dunkirk,2017-07-21,2017,"['Fionn Whitehead', 'Damien Bonnard', 'Aneurin Barnard']"
Valerian and the City of a Thousand Planets,2017-07-21,2017,"['Dane DeHaan', 'Cara Delevingne', 'Clive Owen']"
A Ghost Story,2017-07-27,2017,"['Casey Affleck', 'Rooney Mara', 'McColm Cephas Jr.']"
The Emoji Movie,2017-07-28,2017,"['T.J. Miller', 'James Corden', 'Anna Faris']"
Detroit,2017-08-04,2017,"['Chris Chalk', 'Mason Alban', 'Bennett Deady']"
The Dark Tower,2017-08-04,2017,"['Matthew McConaughey', 'Idris Elba', 'Tom Taylor']"
Kidnap,2017-08-04,2017,"['Halle Berry', 'Sage Correa', 'Chris McGinn']"
Maudie,2017-08-04,2016,"['Sally Hawkins', 'Zachary Bennett', 'Gabrielle Rose']"
Annabelle: Creation,2017-08-11,2017,"['Anthony LaPaglia', 'Samara Lee', 'Miranda Otto']"
The Nut Job 2: Nutty by Nature,2017-08-11,2017,"['Will Arnett', 'Maya Rudolph', 'Bobby Cannavale']"
The Hitman's Bodyguard,2017-08-18,2017,"['Elodie Yung', 'Ryan Reynolds', 'Tsuwayuki Saotome']"
Logan Lucky,2017-08-18,2017,"['Farrah Mackenzie', 'Channing Tatum', ""Jim O'Heir""]"
Wind River,2017-08-18,2017,"['Kelsey Asbille', 'Jeremy Renner', 'Julia Jones']"
Good Time,2017-08-25,2017,"['Robert Pattinson', 'Benny Safdie', 'Buddy Duress']"
Birth of the Dragon,2017-08-25,2016,"['Yu Xia', ""Wang Xi'An"", 'Hai Yu']"
Dalida,2017-09-01,2016,"['Sveva Alviti', 'Riccardo Scamarcio', 'Jean-Paul Rouve']"
Tulip Fever,2017-09-01,2017,"['Alicia Vikander', 'Dane DeHaan', ""Jack O'Connell""]"
Valley of Bones,2017-09-01,2017,"['Autumn Reeser', 'Rhys Coiro', 'Steven Molony']"
Home Again,2017-09-08,2017,"['Reese Witherspoon', 'Michael Sheen', 'Candice Bergen']"
Because of Grácia,2017-09-15,2017,"['John Schneider', 'Chris Massoglia', 'Masey McLain']"
Mother!,2017-09-15,2017,"['Jennifer Lawrence', 'Javier Bardem', 'Ed Harris']"
Abracadabra,2017-09-15,2017,"['Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy']"
The Lego Ninjago Movie,2017-09-22,2017,"['Jackie Chan', 'Dave Franco', 'Fred Armisen']"
Friend Request,2017-09-22,2016,"['Alycia Debnam-Carey', 'William Moseley', 'Connor Paolo']"
Loving Vincent,2017-09-22,2017,"['Douglas Booth', 'Josh Burdett', 'Holly Earl']"
Kingsman: The Golden Circle,2017-09-22,2017,"['Taron Egerton', 'Edward Holcroft', 'Gordon Alexander']"
Woodshock,2017-09-22,2017,"['Kirsten Dunst', 'Joe Cole', 'Pilou Asbæk']"
American Made,2017-09-29,2017,"['Tom Cruise', 'Domhnall Gleeson', 'Sarah Wright']"
Flatliners,2017-09-29,2017,"['Elliot Page', 'Diego Luna', 'Nina Dobrev']"
Battle of the Sexes,2017-09-29,2017,"['Emma Stone', 'Steve Carell', 'Andrea Riseborough']"
My Little Pony: The Movie,2017-10-06,2017,"['Uzo Aduba', 'Ashleigh Ball', 'Adam Bengis']"
The Mountain Between Us,2017-10-06,2017,"['Kate Winslet', 'Idris Elba', 'Beau Bridges']"
Victoria & Abdul,2017-10-06,2017,"['Judi Dench', 'Ali Fazal', 'Tim Pigott-Smith']"
Blade Runner 2049,2017-10-06,2017,"['Ryan Gosling', 'Dave Bautista', 'Robin Wright']"
Marshall,2017-10-13,2017,"['Chadwick Boseman', 'Josh Gad', 'Kate Hudson']"
Happy Death Day,2017-10-13,2017,"['Jessica Rothe', 'Israel Broussard', 'Ruby Modine']"
Geostorm,2017-10-20,2017,"['Gerard Butler', 'Jim Sturgess', 'Abbie Cornish']"
Only the Brave,2017-10-20,2017,"['Josh Brolin', 'Miles Teller', 'Jeff Bridges']"
The Snowman,2017-10-20,2017,"['Michael Fassbender', 'Rebecca Ferguson', 'Charlotte Gainsbourg']"
Suburbicon,2017-10-27,2017,"['Steve Monroe', 'Gavin Wilde', 'Landon Gordon']"
Thank You for Your Service,2017-10-27,2017,"['Miles Teller', 'Beulah Koale', 'Joe Cole']"
Jigsaw,2017-10-27,2017,"['Leigh Whannell', 'Cary Elwes', 'Danny Glover']"
LBJ,2017-11-03,2016,"['Woody Harrelson', 'Michael Stahl-David', 'Richard Jenkins']"
Thor: Ragnarok,2017-11-03,2017,"['Chris Hemsworth', 'Tom Hiddleston', 'Cate Blanchett']"
Murder on the Orient Express,2017-11-10,2017,"['Paapa Essiedu', 'Yassine Zeroual', ""Asan N'Jie""]"
Film Stars Don't Die in Liverpool,2017-11-16,2017,"['Annette Bening', 'Jamie Bell', 'Kenneth Cranham']"
Justice League,2017-11-17,2017,"['Ben Affleck', 'Henry Cavill', 'Amy Adams']"
The Star,2017-11-17,2017,"['Steven Yeun', 'Keegan-Michael Key', 'Aidy Bryant']"
"Roman J. Israel, Esq.",2017-11-22,2017,"['Denzel Washington', 'Colin Farrell', 'Carmen Ejogo']"
Coco,2017-11-22,2017,"['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt']"
"Three Billboards Outside Ebbing, Missouri",2017-12-01,2017,"['Frances McDormand', 'Caleb Landry Jones', 'Kerry Condon']"
The Disaster Artist,2017-12-08,2017,"['Dave Franco', 'James Franco', 'Seth Rogen']"
The Ballad of Lefty Brown,2017-12-15,2017,"['Bill Pullman', 'Peter Fonda', 'Stephen Alan Seder']"
Star Wars: Episode VIII - The Last Jedi,2017-12-15,2017,"['Mark Hamill', 'Carrie Fisher', 'Adam Driver']"
Ferdinand,2017-12-15,2017,"['Jack Gore', 'Jet Jurgensmeyer', 'Nile Diaz']"
The Greatest Showman,2017-12-20,2017,"['Hugh Jackman', 'Michelle Williams', 'Zac Efron']"
Jumanji: Welcome to the Jungle,2017-12-20,2017,"['Dwayne Johnson', 'Kevin Hart', 'Jack Black']"
Downsizing,2017-12-22,2017,"['Matt Damon', 'Christoph Waltz', 'Hong Chau']"
Darkest Hour,2017-12-22,2017,"['Gary Oldman', 'Kristin Scott Thomas', 'Ben Mendelsohn']"
The Shape of Water,2017-12-22,2017,"['Sally Hawkins', 'Michael Shannon', 'Richard Jenkins']"
All the Money in the World,2017-12-25,2017,"['Michelle Williams', 'Christopher Plummer', 'Mark Wahlberg']"
Molly's Game,2018-01-05,2017,"['Jessica Chastain', 'Idris Elba', 'Kevin Costner']"
Insidious: The Last Key,2018-01-05,2018,"['Lin Shaye', 'Leigh Whannell', 'Angus Sampson']"
Paddington 2,2018-01-12,2017,"['Michael Gambon', 'Imelda Staunton', 'Ben Whishaw']"
Proud Mary,2018-01-12,2018,"['Taraji P. Henson', 'Billy Brown', ""Jahi Di'Allo Winston""]"
The Commuter,2018-01-12,2018,"['Liam Neeson', 'Vera Farmiga', 'Patrick Wilson']"
The Lucky Man,2018-01-16,2017,"['Jesse James', 'Mariana Paola Vicente', 'Burton Gilliam']"
12 Strong,2018-01-19,2018,"['Chris Hemsworth', 'Michael Shannon', 'Michael Peña']"
Forever My Girl,2018-01-19,2018,"['Alex Roe', 'Jessica Rothe', 'Abby Ryder Fortson']"
Den of Thieves,2018-01-19,2018,"['Gerard Butler', 'Pablo Schreiber', ""O'Shea Jackson Jr.""]"
"I, Tonya",2018-01-19,2017,"['Margot Robbie', 'Sebastian Stan', 'Allison Janney']"
Maze Runner: The Death Cure,2018-01-26,2018,"[""Dylan O'Brien"", 'Ki Hong Lee', 'Kaya Scodelario']"
Winchester,2018-02-02,2018,"['Helen Mirren', 'Sarah Snook', ""Finn Scicluna-O'Prey""]"
Bilal: A New Breed of Hero,2018-02-02,2015,"['Adewale Akinnuoye-Agbaje', 'Ian McShane', 'China Anne McClain']"
Fifty Shades Freed,2018-02-09,2018,"['Dakota Johnson', 'Jamie Dornan', 'Eric Johnson']"
Peter Rabbit,2018-02-09,2018,"['James Corden', 'Fayssal Bazzi', 'Domhnall Gleeson']"
The 15:17 to Paris,2018-02-09,2018,"['Ray Corasani', 'Alek Skarlatos', 'Anthony Sadler']"
Early Man,2018-02-16,2018,"['Eddie Redmayne', 'Tom Hiddleston', 'Maisie Williams']"
Black Panther,2018-02-16,2018,"['Chadwick Boseman', 'Michael B. Jordan', ""Lupita Nyong'o""]"
Every Day,2018-02-23,2018,"['Angourie Rice', 'Justice Smith', 'Jeni Ross']"
Game Night,2018-02-23,2018,"['Jason Bateman', 'Rachel McAdams', 'Kyle Chandler']"
Annihilation,2018-02-23,2018,"['Natalie Portman', 'Benedict Wong', 'Sonoya Mizuno']"
Death Wish,2018-03-02,2018,"['Bruce Willis', ""Vincent D'Onofrio"", 'Elisabeth Shue']"
Red Sparrow,2018-03-02,2018,"['Jennifer Lawrence', 'Joel Edgerton', 'Matthias Schoenaerts']"
A Wrinkle in Time,2018-03-09,2018,"['Storm Reid', 'Oprah Winfrey', 'Reese Witherspoon']"
The Hurricane Heist,2018-03-09,2018,"['Toby Kebbell', 'Maggie Grace', 'Ryan Kwanten']"
Thoroughbreds,2018-03-09,2017,"['Olivia Cooke', 'Anya Taylor-Joy', 'Anton Yelchin']"
The Death of Stalin,2018-03-09,2017,"['Olga Kurylenko', 'Tom Brooke', 'Paddy Considine']"
Tomb Raider,2018-03-16,2018,"['Alicia Vikander', 'Dominic West', 'Walton Goggins']"
"Love, Simon",2018-03-16,2018,"['Michael Cimino', 'Rachel Hilson', 'Anthony Turpel']"
I Can Only Imagine,2018-03-16,2018,"['J. Michael Finley', 'Madeline Carroll', 'Dennis Quaid']"
Unsane,2018-03-23,2018,"['Joshua Leonard', 'Claire Foy', 'Sarah Stiles']"
"Paul, Apostle of Christ",2018-03-23,2018,"['Jim Caviezel', 'James Faulkner', 'Olivier Martinez']"
Sherlock Gnomes,2018-03-23,2018,"['Kelly Asbury', 'Mary J. Blige', 'Emily Blunt']"
Pacific Rim: Uprising,2018-03-23,2018,"['John Boyega', 'Scott Eastwood', 'Cailee Spaeny']"
Ready Player One,2018-03-29,2018,"['Tye Sheridan', 'Olivia Cooke', 'Ben Mendelsohn']"
Finding Your Feet,2018-03-30,2017,"['Imelda Staunton', 'Celia Imrie', 'Timothy Spall']"
Best F(r)iends: Volume 1,2018-03-30,2017,"['Greg Sestero', 'Tommy Wiseau', 'Kristen StephensonPino']"
A Quiet Place,2018-04-06,2018,"['Emily Blunt', 'John Krasinski', 'Millicent Simmonds']"
Chappaquiddick,2018-04-06,2017,"['Jason Clarke', 'Kate Mara', 'Ed Helms']"
Rampage,2018-04-13,2018,"['Dwayne Johnson', 'Naomie Harris', 'Malin Akerman']"
Sgt. Stubby: An American Hero,2018-04-13,2018,"['Logan Lerman', 'Helena Bonham Carter', 'Gérard Depardieu']"
Marrowbone,2018-04-13,2017,"['George MacKay', 'Anya Taylor-Joy', 'Charlie Heaton']"
Super Troopers 2,2018-04-20,2018,"['Seann William Scott', 'Clifton Collins Jr.', 'Steve Lemme']"
Avengers: Infinity War,2018-04-27,2018,"['Robert Downey Jr.', 'Chris Hemsworth', 'Mark Ruffalo']"
Tully,2018-05-04,2018,"['Charlize Theron', 'Mackenzie Davis', 'Ron Livingston']"
Show Dogs,2018-05-18,2018,"['Will Arnett', 'Ludacris', 'Natasha Lyonne']"
Deadpool 2,2018-05-18,2018,"['Ryan Reynolds', 'Josh Brolin', 'Morena Baccarin']"
Book Club,2018-05-18,2018,"['Diane Keaton', 'Jane Fonda', 'Candice Bergen']"
Solo: A Star Wars Story,2018-05-25,2018,"['Alden Ehrenreich', 'Joonas Suotamo', 'Woody Harrelson']"
Adrift,2018-06-01,2018,"['Shailene Woodley', 'Sam Claflin', 'Jeffrey Thomas']"
Upgrade,2018-06-01,2018,"['Logan Marshall-Green', 'Melanie Vallejo', 'Steve Danielsen']"
Ocean's Eight,2018-06-08,2018,"['Sandra Bullock', 'Griffin Dunne', 'Deidre Goodwin']"
Hereditary,2018-06-08,2018,"['Alex Wolff', 'Gabriel Byrne', 'Toni Collette']"
Hotel Artemis,2018-06-08,2018,"['Jodie Foster', 'Sterling K. Brown', 'Sofia Boutella']"
Loving Pablo,2018-06-15,2017,"['Javier Bardem', 'Penélope Cruz', 'Peter Sarsgaard']"
Incredibles 2,2018-06-15,2018,"['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell']"
Gotti,2018-06-20,2018,"['John Travolta', 'Spencer Rocco Lofranco', 'Kelly Preston']"
Jurassic World: Fallen Kingdom,2018-06-22,2018,"['Chris Pratt', 'Bryce Dallas Howard', 'Rafe Spall']"
The Catcher Was a Spy,2018-06-22,2018,"['Paul Rudd', 'Pierfrancesco Favino', 'Tom Wilkinson']"
Sicario: Day of the Soldado,2018-06-29,2018,"['Benicio Del Toro', 'Josh Brolin', 'Isabela Merced']"
The First Purge,2018-07-04,2018,"[""Y'lan Noel"", 'Lex Scott Davis', 'Joivan Wade']"
Ant-Man and the Wasp,2018-07-06,2018,"['Paul Rudd', 'Evangeline Lilly', 'Michael Peña']"
Skyscraper,2018-07-13,2018,"['Dwayne Johnson', 'Neve Campbell', 'Chin Han']"
Soorma,2018-07-13,2018,"['Diljit Dosanjh', 'Taapsee Pannu', 'Angad Bedi']"
Sorry to Bother You,2018-07-13,2018,"['LaKeith Stanfield', 'Tessa Thompson', 'Jermaine Fowler']"
Hotel Transylvania 3: Summer Vacation,2018-07-13,2018,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez']"
Unfriended: Dark Web,2018-07-20,2018,"['Colin Woodell', 'Stephanie Nogueras', 'Betty Gabriel']"
Mamma Mia! Here We Go Again,2018-07-20,2018,"['Amanda Seyfried', 'Andy Garcia', 'Celia Imrie']"
Shock and Awe,2018-07-20,2017,"['Woody Harrelson', 'James Marsden', 'Rob Reiner']"
The Equalizer 2,2018-07-20,2018,"['Denzel Washington', 'Pedro Pascal', 'Ashton Sanders']"
Mission: Impossible - Fallout,2018-07-27,2018,"['Tom Cruise', 'Henry Cavill', 'Ving Rhames']"
Christopher Robin,2018-08-03,2018,"['Ewan McGregor', 'Hayley Atwell', 'Bronte Carmichael']"
The Darkest Minds,2018-08-03,2018,"['Amandla Stenberg', 'Mandy Moore', 'Bradley Whitford']"
The Spy Who Dumped Me,2018-08-03,2018,"['Justin Theroux', 'Blanka Györfi-Tóth', 'Vilma Szécsi']"
Dog Days,2018-08-08,2018,"['Nina Dobrev', 'Vanessa Hudgens', 'Adam Pally']"
BlacKkKlansman,2018-08-10,2018,"['Alec Baldwin', 'John David Washington', 'Isiah Whitlock Jr.']"
Slender Man,2018-08-10,2018,"['Joey King', 'Julia Goldani Telles', 'Jaz Sinclair']"
The Meg,2018-08-10,2018,"['Jason Statham', 'Bingbing Li', 'Rainn Wilson']"
Crazy Rich Asians,2018-08-15,2018,"['Constance Wu', 'Henry Golding', 'Michelle Yeoh']"
Blaze,2018-08-17,2018,"['Ben Dickey', 'Alia Shawkat', 'Josh Hamilton']"
Alpha,2018-08-17,2018,"['Kodi Smit-McPhee', 'Jóhannes Haukur Jóhannesson', 'Marcin Kowalczyk']"
The Happytime Murders,2018-08-24,2018,"['Melissa McCarthy', 'Elizabeth Banks', 'Maya Rudolph']"
A-X-L,2018-08-24,2018,"['Alex Neustaedter', 'Becky G', 'Alex MacNicoll']"
Operation Finale,2018-08-29,2018,"['Oscar Isaac', 'Ben Kingsley', 'Mélanie Laurent']"
Kin,2018-08-31,2018,"['Myles Truitt', 'Jack Reynor', 'Dennis Quaid']"
Searching,2018-08-31,2018,"['John Cho', 'Sara Sohn', 'Alex Jayne Go']"
Peppermint,2018-09-07,2018,"['Jennifer Garner', 'John Gallagher Jr.', 'John Ortiz']"
The Nun,2018-09-07,2018,"['Demián Bichir', 'Taissa Farmiga', 'Jonas Bloquet']"
The Predator,2018-09-14,2018,"['Boyd Holbrook', 'Trevante Rhodes', 'Jacob Tremblay']"
Unbroken: Path to Redemption,2018-09-14,2018,"['Samuel Hunt', 'Merritt Patterson', 'Bobby Campo']"
A Simple Favor,2018-09-14,2018,"['Anna Kendrick', 'Ian Ho', 'Joshua Satine']"
Climax,2018-09-19,2018,"['Sofia Boutella', 'Romain Guillermic', 'Souheila Yacoub']"
The House with a Clock in Its Walls,2018-09-21,2018,"['Jack Black', 'Cate Blanchett', 'Owen Vaccaro']"
Assassination Nation,2018-09-21,2018,"['Odessa Young', 'Abra', 'Suki Waterhouse']"
Smallfoot,2018-09-28,2018,"['Channing Tatum', 'James Corden', 'Zendaya']"
A Star Is Born,2018-10-05,2018,"['Lady Gaga', 'Bradley Cooper', 'Sam Elliott']"
Venom,2018-10-05,2018,"['Tom Hardy', 'Michelle Williams', 'Riz Ahmed']"
Bad Times at the El Royale,2018-10-12,2018,"['Jeff Bridges', 'Cynthia Erivo', 'Dakota Johnson']"
First Man,2018-10-12,2018,"['Ryan Gosling', 'Claire Foy', 'Jason Clarke']"
Goosebumps 2: Haunted Halloween,2018-10-12,2018,"['Wendi McLendon-Covey', 'Madison Iseman', 'Jeremy Ray Taylor']"
The House That Jack Built,2018-10-17,2018,"['Matt Dillon', 'Bruno Ganz', 'Uma Thurman']"
Halloween,2018-10-19,2018,"['Donald Pleasence', 'Jamie Lee Curtis', 'Nancy Kyes']"
Johnny English Strikes Again,2018-10-26,2018,"['Kevin Eldon', 'Emma Thompson', 'Adam James']"
London Fields,2018-10-26,2018,"['Amber Heard', 'Jason Isaacs', 'Cara Delevingne']"
Can You Ever Forgive Me?,2018-11-02,2018,"['Melissa McCarthy', 'Richard E. Grant', 'Dolly Wells']"
Bohemian Rhapsody,2018-11-02,2018,"['Rami Malek', 'Lucy Boynton', 'Gwilym Lee']"
Suspiria,2018-11-02,2018,"['Chloë Grace Moretz', 'Tilda Swinton', 'Doris Hick']"
The Nutcracker and the Four Realms,2018-11-02,2018,"['Mackenzie Foy', 'Tom Sweet', 'Meera Syal']"
Nobody's Fool,2018-11-02,2018,"['Paul Newman', 'Jessica Tandy', 'Bruce Willis']"
The Grinch,2018-11-09,2018,"['Jim Carrey', 'Taylor Momsen', 'Kelley']"
The Girl in the Spider's Web,2018-11-09,2018,"['Claire Foy', 'Beau Gadsdon', 'Sverrir Gudnason']"
Overlord,2018-11-09,2018,"['Jovan Adepo', 'Wyatt Russell', 'Mathilde Ollivier']"
Fantastic Beasts: The Crimes of Grindelwald,2018-11-16,2018,"['Johnny Depp', 'Kevin Guthrie', 'Carmen Ejogo']"
Widows,2018-11-16,2018,"['Viola Davis', 'Liam Neeson', 'Jon Bernthal']"
Green Book,2018-11-16,2018,"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini']"
Robin Hood,2018-11-21,2018,"['Taron Egerton', 'Jamie Foxx', 'Ben Mendelsohn']"
Ralph Breaks the Internet,2018-11-21,2018,"['John C. Reilly', 'Sarah Silverman', 'Gal Gadot']"
The Possession of Hannah Grace,2018-11-30,2018,"['Shay Mitchell', 'Grey Damon', 'Kirby Johnson']"
Mortal Engines,2018-12-14,2018,"['Hera Hilmar', 'Robert Sheehan', 'Hugo Weaving']"
The Mule,2018-12-14,2018,"['Clint Eastwood', 'Patrick L. Reyes', 'Cesar De León']"
Spider-Man: Into the Spider-Verse,2018-12-14,2018,"['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld']"
Mary Poppins Returns,2018-12-19,2018,"['Emily Blunt', 'Lin-Manuel Miranda', 'Ben Whishaw']"
Second Act,2018-12-21,2018,"['Jennifer Lopez', 'Vanessa Hudgens', 'Leah Remini']"
Welcome to Marwen,2018-12-21,2018,"['Steve Carell', 'Falk Hentschel', ""Matt O'Leary""]"
Mary Queen of Scots,2018-12-21,2018,"['Angela Bain', 'Richard Cant', 'Guy Rhys']"
Aquaman,2018-12-21,2018,"['Jason Momoa', 'Amber Heard', 'Willem Dafoe']"
Bumblebee,2018-12-21,2018,"['Hailee Steinfeld', 'Jorge Lendeborg Jr.', 'John Cena']"
The Favourite,2018-12-21,2018,"['Olivia Colman', 'Rachel Weisz', 'Emma Delves']"
Vice,2018-12-25,2018,"['Julia Louis-Dreyfus', 'Anna Chlumsky', 'Tony Hale']"
Holmes & Watson,2018-12-25,2018,"['Will Ferrell', 'John C. Reilly', 'Rebecca Hall']"
Destroyer,2018-12-27,2018,"['Nicole Kidman', 'Toby Kebbell', 'Tatiana Maslany']"
Escape Room,2019-01-04,2019,"['Taylor Russell', 'Logan Miller', 'Jay Ellis']"
Replicas,2019-01-11,2018,"['Keanu Reeves', 'Alice Eve', 'Thomas Middleditch']"
A Dog's Way Home,2019-01-11,2019,"['Ashley Judd', 'Jonah Hauer-King', 'Edward James Olmos']"
Glass,2019-01-18,2019,"['James McAvoy', 'Bruce Willis', 'Samuel L. Jackson']"
Serenity,2019-01-25,2019,"['Nathan Fillion', 'Gina Torres', 'Alan Tudyk']"
The Kid Who Would Be King,2019-01-25,2019,"['Louis Ashbourne Serkis', 'Denise Gough', 'Dean Chaumoo']"
Miss Bala,2019-02-01,2019,"['Gina Rodriguez', 'Thomas Dekker', 'Vivian Chan']"
Cold Pursuit,2019-02-08,2019,"['Liam Neeson', 'Laura Dern', 'Micheál Richardson']"
The Lego Movie 2: The Second Part,2019-02-08,2019,"['Chris Pratt', 'Elizabeth Banks', 'Will Arnett']"
The Prodigy,2019-02-08,2019,"['Taylor Schilling', 'Jackson Robert Scott', 'Peter Mooney']"
What Men Want,2019-02-08,2019,"['Taraji P. Henson', 'Kristen Ledlow', 'Josh Brener']"
Isn't It Romantic,2019-02-13,2019,"['Rebel Wilson', 'Liam Hemsworth', 'Adam Devine']"
Happy Death Day 2U,2019-02-13,2019,"['Jessica Rothe', 'Israel Broussard', 'Phi Vu']"
Alita: Battle Angel,2019-02-14,2019,"['Rosa Salazar', 'Christoph Waltz', 'Jennifer Connelly']"
How to Train Your Dragon: The Hidden World,2019-02-22,2019,"['Jay Baruchel', 'America Ferrera', 'F. Murray Abraham']"
Fighting with My Family,2019-02-22,2019,"['Dwayne Johnson', 'Thomas Whilley', 'Tori Ellen Ross']"
Stan & Ollie,2019-02-27,2018,"['Steve Coogan', 'John C. Reilly', 'Shirley Henderson']"
100 Acres of Hell,2019-03-02,2019,"['Gene Snisky', 'Jeff Swanton', 'Jim Roof']"
